Timestamp,DeviceId,DeviceName,DataType,Value,Unit
2025-07-13 08:42:16.769,TEMP_001,车间温度传感器,Temperature,24.5,°C
2025-07-13 08:42:17.768,HUMI_001,车间湿度传感器,Humidity,45.7,%
2025-07-13 08:42:18.783,TEMP_001,车间温度传感器,Temperature,24.3,°C
2025-07-13 08:42:20.775,HUMI_001,车间湿度传感器,Humidity,47.1,%
2025-07-13 08:42:20.792,TEMP_001,车间温度传感器,Temperature,25,°C
2025-07-13 08:42:26.372,TEMP_001,车间温度传感器,Temperature,25.3,°C
2025-07-13 08:42:26.382,HUMI_001,车间湿度传感器,Humidity,45,%
2025-07-13 08:42:28.400,TEMP_001,车间温度传感器,Temperature,26.1,°C
2025-07-13 08:42:29.390,HUMI_001,车间湿度传感器,Humidity,44.5,%
2025-07-13 08:42:30.410,TEMP_001,车间温度传感器,Temperature,26.8,°C
2025-07-13 08:43:03.876,HUMI_001,车间湿度传感器,Humidity,45.7,%
2025-07-13 08:43:06.893,HUMI_001,车间湿度传感器,Humidity,46.2,%
2025-07-13 08:43:19.150,TEMP_001,车间温度传感器,Temperature,25.1,°C
2025-07-13 08:43:19.150,HUMI_001,车间湿度传感器,Humidity,47,%
2025-07-13 08:43:21.174,TEMP_001,车间温度传感器,Temperature,25.4,°C
2025-07-13 08:43:22.167,HUMI_001,车间湿度传感器,Humidity,49.5,%
2025-07-13 08:43:23.176,TEMP_001,车间温度传感器,Temperature,26.2,°C
2025-07-13 08:43:25.176,HUMI_001,车间湿度传感器,Humidity,47.6,%
2025-07-13 08:43:25.192,TEMP_001,车间温度传感器,Temperature,26.2,°C
2025-07-13 08:43:27.213,TEMP_001,车间温度传感器,Temperature,27,°C
2025-07-13 08:43:28.187,HUMI_001,车间湿度传感器,Humidity,47.6,%
2025-07-13 08:43:29.234,TEMP_001,车间温度传感器,Temperature,26.2,°C
2025-07-13 08:43:31.196,HUMI_001,车间湿度传感器,Humidity,46.2,%
2025-07-13 08:43:31.244,TEMP_001,车间温度传感器,Temperature,25.9,°C
2025-07-13 08:43:46.461,TEMP_001,车间温度传感器,Temperature,25.9,°C
2025-07-13 08:43:48.485,TEMP_001,车间温度传感器,Temperature,25.9,°C
2025-07-13 08:43:50.497,TEMP_001,车间温度传感器,Temperature,26.5,°C
2025-07-13 08:43:52.508,TEMP_001,车间温度传感器,Temperature,26.5,°C
2025-07-13 08:43:54.513,TEMP_001,车间温度传感器,Temperature,27.4,°C
2025-07-13 08:43:56.526,TEMP_001,车间温度传感器,Temperature,27.6,°C
2025-07-13 08:43:58.538,TEMP_001,车间温度传感器,Temperature,27.3,°C
2025-07-13 08:44:00.550,TEMP_001,车间温度传感器,Temperature,26.5,°C
2025-07-13 08:44:02.565,TEMP_001,车间温度传感器,Temperature,26.2,°C
2025-07-13 08:44:04.578,TEMP_001,车间温度传感器,Temperature,26.1,°C
2025-07-13 08:44:06.585,TEMP_001,车间温度传感器,Temperature,25.5,°C
2025-07-13 08:44:08.598,TEMP_001,车间温度传感器,Temperature,25,°C
2025-07-13 08:44:10.611,TEMP_001,车间温度传感器,Temperature,25.1,°C
2025-07-13 08:44:12.628,TEMP_001,车间温度传感器,Temperature,24.5,°C
2025-07-13 08:44:14.635,TEMP_001,车间温度传感器,Temperature,24.4,°C
2025-07-13 08:44:16.638,TEMP_001,车间温度传感器,Temperature,23.9,°C
2025-07-13 08:44:18.658,TEMP_001,车间温度传感器,Temperature,24.8,°C
2025-07-13 08:44:20.675,TEMP_001,车间温度传感器,Temperature,25.3,°C
2025-07-13 08:44:22.679,TEMP_001,车间温度传感器,Temperature,25.1,°C
2025-07-13 08:44:24.695,TEMP_001,车间温度传感器,Temperature,24.4,°C
2025-07-13 08:44:26.708,TEMP_001,车间温度传感器,Temperature,24.9,°C
2025-07-13 08:44:28.718,TEMP_001,车间温度传感器,Temperature,25.7,°C
2025-07-13 08:44:30.731,TEMP_001,车间温度传感器,Temperature,26.2,°C
2025-07-13 08:44:32.746,TEMP_001,车间温度传感器,Temperature,25.4,°C
2025-07-13 08:44:34.759,TEMP_001,车间温度传感器,Temperature,26.2,°C
2025-07-13 08:44:36.775,TEMP_001,车间温度传感器,Temperature,26.7,°C
2025-07-13 08:44:38.794,TEMP_001,车间温度传感器,Temperature,27.6,°C
2025-07-13 08:44:40.807,TEMP_001,车间温度传感器,Temperature,26.9,°C
2025-07-13 08:44:42.819,TEMP_001,车间温度传感器,Temperature,27.8,°C
2025-07-13 08:44:44.830,TEMP_001,车间温度传感器,Temperature,27.9,°C
2025-07-13 08:44:46.839,TEMP_001,车间温度传感器,Temperature,28.5,°C
2025-07-13 08:44:48.843,TEMP_001,车间温度传感器,Temperature,28.7,°C
2025-07-13 08:44:50.860,TEMP_001,车间温度传感器,Temperature,27.7,°C
2025-07-13 08:44:52.873,TEMP_001,车间温度传感器,Temperature,28.2,°C
2025-07-13 08:44:54.886,TEMP_001,车间温度传感器,Temperature,27.2,°C
2025-07-13 08:44:56.901,TEMP_001,车间温度传感器,Temperature,26.9,°C
2025-07-13 08:44:58.916,TEMP_001,车间温度传感器,Temperature,27.8,°C
2025-07-13 08:45:00.922,TEMP_001,车间温度传感器,Temperature,27.9,°C
2025-07-13 08:46:11.877,TEMP_001,车间温度传感器,Temperature,24.4,°C
2025-07-13 08:46:12.692,HUMI_001,车间湿度传感器,Humidity,44.5,%
2025-07-13 08:46:14.711,TEMP_001,车间温度传感器,Temperature,24.2,°C
2025-07-13 08:46:15.713,HUMI_001,车间湿度传感器,Humidity,45.1,%
2025-07-13 08:46:16.725,TEMP_001,车间温度传感器,Temperature,25.1,°C
2025-07-13 08:46:18.720,HUMI_001,车间湿度传感器,Humidity,45.5,%
2025-07-13 08:46:18.736,TEMP_001,车间温度传感器,Temperature,24.6,°C
2025-07-13 08:46:20.748,TEMP_001,车间温度传感器,Temperature,24,°C
2025-07-13 08:46:21.734,HUMI_001,车间湿度传感器,Humidity,44.6,%
2025-07-13 08:46:22.758,TEMP_001,车间温度传感器,Temperature,23.5,°C
2025-07-13 08:46:24.754,HUMI_001,车间湿度传感器,Humidity,46.1,%
2025-07-13 08:46:24.769,TEMP_001,车间温度传感器,Temperature,23.7,°C
2025-07-13 08:46:29.491,TEMP_001,车间温度传感器,Temperature,25.4,°C
2025-07-13 08:46:30.299,HUMI_001,车间湿度传感器,Humidity,47.1,%
2025-07-13 08:46:32.312,TEMP_001,车间温度传感器,Temperature,26,°C
2025-07-13 08:46:33.315,HUMI_001,车间湿度传感器,Humidity,45.7,%
2025-07-13 08:46:34.325,TEMP_001,车间温度传感器,Temperature,25.7,°C
2025-07-13 08:46:36.327,TEMP_001,车间温度传感器,Temperature,26.1,°C
2025-07-13 08:46:36.327,HUMI_001,车间湿度传感器,Humidity,46.8,%
2025-07-13 08:46:43.420,TEMP_001,车间温度传感器,Temperature,25.2,°C
2025-07-13 08:46:43.421,HUMI_001,车间湿度传感器,Humidity,43.5,%
2025-07-13 08:46:45.434,TEMP_001,车间温度传感器,Temperature,25.3,°C
2025-07-13 08:46:46.428,HUMI_001,车间湿度传感器,Humidity,44.3,%
2025-07-13 08:46:47.448,TEMP_001,车间温度传感器,Temperature,25,°C
2025-07-13 08:46:49.435,HUMI_001,车间湿度传感器,Humidity,43,%
2025-07-13 08:46:49.466,TEMP_001,车间温度传感器,Temperature,24.8,°C
2025-07-13 08:46:51.482,TEMP_001,车间温度传感器,Temperature,24.7,°C
2025-07-13 08:46:52.454,HUMI_001,车间湿度传感器,Humidity,42,%
2025-07-13 08:46:57.459,TEMP_001,车间温度传感器,Temperature,24.7,°C
2025-07-13 08:46:58.270,HUMI_001,车间湿度传感器,Humidity,46.7,%
2025-07-13 08:47:00.277,TEMP_001,车间温度传感器,Temperature,25.5,°C
2025-07-13 08:47:01.290,HUMI_001,车间湿度传感器,Humidity,47.4,%
2025-07-13 08:47:02.290,TEMP_001,车间温度传感器,Temperature,25.4,°C
2025-07-13 08:47:04.294,TEMP_001,车间温度传感器,Temperature,25.2,°C
2025-07-13 08:47:04.294,HUMI_001,车间湿度传感器,Humidity,49.8,%
2025-07-13 08:47:06.308,TEMP_001,车间温度传感器,Temperature,26.1,°C
2025-07-13 08:47:07.305,HUMI_001,车间湿度传感器,Humidity,52.1,%
2025-07-13 08:47:08.319,TEMP_001,车间温度传感器,Temperature,27.1,°C
2025-07-13 08:47:10.320,HUMI_001,车间湿度传感器,Humidity,51.4,%
2025-07-13 08:47:10.320,TEMP_001,车间温度传感器,Temperature,26.9,°C
2025-07-13 08:47:12.337,TEMP_001,车间温度传感器,Temperature,26.8,°C
2025-07-13 08:47:13.330,HUMI_001,车间湿度传感器,Humidity,51.3,%
2025-07-13 08:47:14.354,TEMP_001,车间温度传感器,Temperature,26.6,°C
2025-07-13 08:47:16.342,HUMI_001,车间湿度传感器,Humidity,49.7,%
2025-07-13 08:47:16.372,TEMP_001,车间温度传感器,Temperature,26.2,°C
2025-07-13 08:47:18.375,TEMP_001,车间温度传感器,Temperature,25.2,°C
2025-07-13 08:47:19.358,HUMI_001,车间湿度传感器,Humidity,50.2,%
2025-07-13 08:47:54.465,TEMP_001,车间温度传感器,Temperature,25,°C
2025-07-13 08:47:56.728,HUMI_001,车间湿度传感器,Humidity,43.2,%
2025-07-13 08:47:59.309,TEMP_001,车间温度传感器,Temperature,25.6,°C
2025-07-13 08:48:01.363,HUMI_001,车间湿度传感器,Humidity,41,%
2025-07-13 08:48:03.378,TEMP_001,车间温度传感器,Temperature,26.2,°C
2025-07-13 08:48:04.380,HUMI_001,车间湿度传感器,Humidity,38.6,%
2025-07-13 08:48:05.389,TEMP_001,车间温度传感器,Temperature,27,°C
2025-07-13 08:48:07.390,HUMI_001,车间湿度传感器,Humidity,37.4,%
2025-07-13 08:49:19.809,TEMP_001,车间温度传感器,Temperature,25.2,°C
2025-07-13 08:49:20.619,HUMI_001,车间湿度传感器,Humidity,47.4,%
2025-07-13 08:49:22.641,TEMP_001,车间温度传感器,Temperature,25.3,°C
2025-07-13 08:49:23.641,HUMI_001,车间湿度传感器,Humidity,46.5,%
2025-07-13 08:49:24.647,TEMP_001,车间温度传感器,Temperature,25,°C
2025-07-13 08:49:26.659,TEMP_001,车间温度传感器,Temperature,25.5,°C
2025-07-13 08:49:26.660,HUMI_001,车间湿度传感器,Humidity,45.3,%
2025-07-13 08:49:28.671,TEMP_001,车间温度传感器,Temperature,25.2,°C
2025-07-13 08:49:29.669,HUMI_001,车间湿度传感器,Humidity,46.5,%
2025-07-13 08:49:30.684,TEMP_001,车间温度传感器,Temperature,25.1,°C
2025-07-13 08:49:32.676,HUMI_001,车间湿度传感器,Humidity,44.7,%
2025-07-13 08:49:32.691,TEMP_001,车间温度传感器,Temperature,25.9,°C
2025-07-13 08:49:34.699,TEMP_001,车间温度传感器,Temperature,25,°C
2025-07-13 08:49:35.687,HUMI_001,车间湿度传感器,Humidity,42.6,%
2025-07-13 08:49:36.710,TEMP_001,车间温度传感器,Temperature,24.8,°C
2025-07-13 08:49:38.706,HUMI_001,车间湿度传感器,Humidity,44,%
2025-07-13 08:49:38.720,TEMP_001,车间温度传感器,Temperature,25.6,°C
2025-07-13 08:49:40.727,TEMP_001,车间温度传感器,Temperature,24.8,°C
2025-07-13 08:49:41.721,HUMI_001,车间湿度传感器,Humidity,41.5,%
2025-07-13 08:49:42.738,TEMP_001,车间温度传感器,Temperature,23.9,°C
2025-07-13 08:49:44.738,HUMI_001,车间湿度传感器,Humidity,43.7,%
2025-07-13 08:49:44.755,TEMP_001,车间温度传感器,Temperature,24.2,°C
2025-07-13 08:49:46.761,TEMP_001,车间温度传感器,Temperature,24.7,°C
2025-07-13 08:49:47.752,HUMI_001,车间湿度传感器,Humidity,46.1,%
2025-07-13 08:49:48.771,TEMP_001,车间温度传感器,Temperature,24.6,°C
2025-07-13 08:49:50.769,HUMI_001,车间湿度传感器,Humidity,48.3,%
2025-07-13 08:49:50.785,TEMP_001,车间温度传感器,Temperature,25.1,°C
2025-07-13 08:49:52.797,TEMP_001,车间温度传感器,Temperature,24.4,°C
2025-07-13 08:49:53.784,HUMI_001,车间湿度传感器,Humidity,46.4,%
2025-07-13 08:49:54.803,TEMP_001,车间温度传感器,Temperature,25.2,°C
2025-07-13 08:49:56.787,HUMI_001,车间湿度传感器,Humidity,44.5,%
2025-07-13 08:49:56.818,TEMP_001,车间温度传感器,Temperature,24.5,°C
2025-07-13 08:49:58.823,TEMP_001,车间温度传感器,Temperature,25.2,°C
2025-07-13 08:49:59.800,HUMI_001,车间湿度传感器,Humidity,46.4,%
2025-07-13 08:50:38.955,TEMP_001,车间温度传感器,Temperature,24.7,°C
2025-07-13 08:50:39.770,HUMI_001,车间湿度传感器,Humidity,45,%
2025-07-13 08:50:41.776,TEMP_001,车间温度传感器,Temperature,24.3,°C
2025-07-13 08:50:42.775,HUMI_001,车间湿度传感器,Humidity,45.1,%
2025-07-13 08:50:43.788,TEMP_001,车间温度传感器,Temperature,23.7,°C
2025-07-13 08:50:45.785,HUMI_001,车间湿度传感器,Humidity,43.2,%
2025-07-13 08:50:45.799,TEMP_001,车间温度传感器,Temperature,24.2,°C
2025-07-13 08:50:50.908,HUMI_001,车间湿度传感器,Humidity,43.1,%
2025-07-13 08:50:53.918,HUMI_001,车间湿度传感器,Humidity,41.5,%
2025-07-13 08:50:56.927,HUMI_001,车间湿度传感器,Humidity,39.3,%
2025-07-13 08:50:59.936,HUMI_001,车间湿度传感器,Humidity,41.1,%
2025-07-13 08:51:02.941,HUMI_001,车间湿度传感器,Humidity,43.4,%
2025-07-13 08:51:05.956,HUMI_001,车间湿度传感器,Humidity,43.8,%
2025-07-13 08:51:08.968,HUMI_001,车间湿度传感器,Humidity,45.2,%
2025-07-13 08:51:11.974,HUMI_001,车间湿度传感器,Humidity,45.6,%
2025-07-13 08:51:14.987,HUMI_001,车间湿度传感器,Humidity,43.9,%
2025-07-13 08:51:17.995,HUMI_001,车间湿度传感器,Humidity,43.7,%
2025-07-13 08:51:21.011,HUMI_001,车间湿度传感器,Humidity,45.2,%
2025-07-13 08:51:24.013,HUMI_001,车间湿度传感器,Humidity,43.9,%
2025-07-13 08:51:27.018,HUMI_001,车间湿度传感器,Humidity,44.4,%
2025-07-13 08:51:30.022,HUMI_001,车间湿度传感器,Humidity,45.6,%
2025-07-13 08:51:33.030,HUMI_001,车间湿度传感器,Humidity,46.8,%
2025-07-13 08:51:36.037,HUMI_001,车间湿度传感器,Humidity,47.4,%
2025-07-13 08:51:39.053,HUMI_001,车间湿度传感器,Humidity,48.2,%
2025-07-13 08:53:26.383,TEMP_001,车间温度传感器,Temperature,25.6,°C
2025-07-13 08:53:27.202,HUMI_001,车间湿度传感器,Humidity,45.1,%
2025-07-13 08:53:29.219,TEMP_001,车间温度传感器,Temperature,25.6,°C
2025-07-13 08:53:30.220,HUMI_001,车间湿度传感器,Humidity,44.5,%
2025-07-13 08:53:31.234,TEMP_001,车间温度传感器,Temperature,25.4,°C
2025-07-13 08:53:33.232,HUMI_001,车间湿度传感器,Humidity,46.8,%
2025-07-13 08:53:33.247,TEMP_001,车间温度传感器,Temperature,24.4,°C
2025-07-13 08:53:35.259,TEMP_001,车间温度传感器,Temperature,24.7,°C
2025-07-13 08:53:36.246,HUMI_001,车间湿度传感器,Humidity,47.3,%
2025-07-13 08:53:37.265,TEMP_001,车间温度传感器,Temperature,25.6,°C
2025-07-13 08:53:39.258,HUMI_001,车间湿度传感器,Humidity,47.5,%
2025-07-13 08:53:39.273,TEMP_001,车间温度传感器,Temperature,25.5,°C
2025-07-13 08:53:41.285,TEMP_001,车间温度传感器,Temperature,24.6,°C
2025-07-13 08:53:42.262,HUMI_001,车间湿度传感器,Humidity,49.9,%
2025-07-13 08:53:43.299,TEMP_001,车间温度传感器,Temperature,24.5,°C
2025-07-13 08:53:45.282,HUMI_001,车间湿度传感器,Humidity,52.3,%
2025-07-13 08:53:45.313,TEMP_001,车间温度传感器,Temperature,25.1,°C
2025-07-13 08:53:47.319,TEMP_001,车间温度传感器,Temperature,24.3,°C
2025-07-13 08:53:48.294,HUMI_001,车间湿度传感器,Humidity,51.1,%
2025-07-13 08:53:49.335,TEMP_001,车间温度传感器,Temperature,24.1,°C
2025-07-13 08:53:51.313,HUMI_001,车间湿度传感器,Humidity,51.3,%
2025-07-13 08:53:51.361,TEMP_001,车间温度传感器,Temperature,24.4,°C
2025-07-13 08:53:53.377,TEMP_001,车间温度传感器,Temperature,23.6,°C
2025-07-13 08:53:54.327,HUMI_001,车间湿度传感器,Humidity,48.9,%
2025-07-13 08:54:00.332,TEMP_001,车间温度传感器,Temperature,22.7,°C
2025-07-13 08:54:02.347,TEMP_001,车间温度传感器,Temperature,22.2,°C
2025-07-13 08:54:03.348,HUMI_001,车间湿度传感器,Humidity,46.7,%
2025-07-13 08:54:04.360,TEMP_001,车间温度传感器,Temperature,22.1,°C
2025-07-13 08:54:06.364,TEMP_001,车间温度传感器,Temperature,22.9,°C
2025-07-13 08:54:06.364,HUMI_001,车间湿度传感器,Humidity,45.9,%
2025-07-13 08:54:08.378,TEMP_001,车间温度传感器,Temperature,23.7,°C
2025-07-13 08:54:09.382,HUMI_001,车间湿度传感器,Humidity,44.4,%
2025-07-13 08:54:10.385,TEMP_001,车间温度传感器,Temperature,23.4,°C
2025-07-13 08:54:12.392,TEMP_001,车间温度传感器,Temperature,23.7,°C
2025-07-13 08:54:12.392,HUMI_001,车间湿度传感器,Humidity,42.5,%
2025-07-13 08:54:15.243,TEMP_001,车间温度传感器,Temperature,23.7,°C
2025-07-13 08:54:17.266,TEMP_001,车间温度传感器,Temperature,24.4,°C
2025-07-13 08:54:18.251,HUMI_001,车间湿度传感器,Humidity,43.1,%
2025-07-13 08:54:21.399,TEMP_001,车间温度传感器,Temperature,23.7,°C
2025-07-13 08:54:23.416,TEMP_001,车间温度传感器,Temperature,24.6,°C
2025-07-13 08:54:24.411,HUMI_001,车间湿度传感器,Humidity,40.7,%
2025-07-13 08:54:27.966,TEMP_001,车间温度传感器,Temperature,24.6,°C
2025-07-13 08:54:29.976,TEMP_001,车间温度传感器,Temperature,24.8,°C
2025-07-13 08:54:30.978,HUMI_001,车间湿度传感器,Humidity,41.6,%
2025-07-13 08:54:37.127,TEMP_001,车间温度传感器,Temperature,25.7,°C
2025-07-13 08:54:39.139,TEMP_001,车间温度传感器,Temperature,25.5,°C
2025-07-13 08:54:40.138,HUMI_001,车间湿度传感器,Humidity,42.8,%
2025-07-13 08:54:41.154,TEMP_001,车间温度传感器,Temperature,25.9,°C
2025-07-13 08:54:43.144,HUMI_001,车间湿度传感器,Humidity,44.6,%
2025-07-13 08:54:43.161,TEMP_001,车间温度传感器,Temperature,25.7,°C
2025-07-13 08:54:45.165,TEMP_001,车间温度传感器,Temperature,25.3,°C
2025-07-13 08:54:46.151,HUMI_001,车间湿度传感器,Humidity,45.6,%
2025-07-13 08:54:47.181,TEMP_001,车间温度传感器,Temperature,26,°C
2025-07-13 08:54:57.461,TEMP_001,车间温度传感器,Temperature,24.1,°C
2025-07-13 08:54:58.278,HUMI_001,车间湿度传感器,Humidity,43.7,%
2025-07-13 08:55:00.289,TEMP_001,车间温度传感器,Temperature,23.7,°C
2025-07-13 08:55:01.320,HUMI_001,车间湿度传感器,Humidity,41.8,%
2025-07-13 08:55:02.307,TEMP_001,车间温度传感器,Temperature,23.4,°C
2025-07-13 08:55:04.323,TEMP_001,车间温度传感器,Temperature,23.5,°C
2025-07-13 08:55:04.354,HUMI_001,车间湿度传感器,Humidity,39.6,%
2025-07-13 08:55:06.334,TEMP_001,车间温度传感器,Temperature,24.3,°C
2025-07-13 08:55:07.379,HUMI_001,车间湿度传感器,Humidity,39.9,%
2025-07-13 08:55:08.346,TEMP_001,车间温度传感器,Temperature,24.9,°C
2025-07-13 08:55:53.397,TEMP_001,车间温度传感器,Temperature,26,°C
2025-07-13 08:55:54.207,HUMI_001,车间湿度传感器,Humidity,47.4,%
2025-07-13 08:55:56.229,TEMP_001,车间温度传感器,Temperature,25.9,°C
2025-07-13 08:55:57.221,HUMI_001,车间湿度传感器,Humidity,48.8,%
2025-07-13 08:55:58.243,TEMP_001,车间温度传感器,Temperature,26.8,°C
2025-07-13 08:56:00.227,HUMI_001,车间湿度传感器,Humidity,48.9,%
2025-07-13 08:56:00.257,TEMP_001,车间温度传感器,Temperature,25.9,°C
2025-07-13 08:56:02.262,TEMP_001,车间温度传感器,Temperature,25.4,°C
2025-07-13 08:56:03.229,HUMI_001,车间湿度传感器,Humidity,48.6,%
2025-07-13 08:56:04.276,TEMP_001,车间温度传感器,Temperature,25,°C
2025-07-13 08:56:06.244,HUMI_001,车间湿度传感器,Humidity,46.9,%
2025-07-13 08:56:06.290,TEMP_001,车间温度传感器,Temperature,25.7,°C
2025-07-13 08:56:08.304,TEMP_001,车间温度传感器,Temperature,26.2,°C
2025-07-13 08:56:09.255,HUMI_001,车间湿度传感器,Humidity,47.2,%
2025-07-13 08:56:10.317,TEMP_001,车间温度传感器,Temperature,25.8,°C
2025-07-13 08:56:12.260,HUMI_001,车间湿度传感器,Humidity,45.1,%
2025-07-13 08:56:12.322,TEMP_001,车间温度传感器,Temperature,26.2,°C
2025-07-13 08:56:14.337,TEMP_001,车间温度传感器,Temperature,26,°C
2025-07-13 08:56:15.274,HUMI_001,车间湿度传感器,Humidity,42.9,%
2025-07-13 08:56:16.349,TEMP_001,车间温度传感器,Temperature,25.9,°C
2025-07-13 08:56:18.284,HUMI_001,车间湿度传感器,Humidity,45.1,%
2025-07-13 08:56:18.363,TEMP_001,车间温度传感器,Temperature,25.8,°C
2025-07-13 08:56:20.374,TEMP_001,车间温度传感器,Temperature,26,°C
2025-07-13 08:56:21.294,HUMI_001,车间湿度传感器,Humidity,46.7,%
2025-07-13 08:56:22.390,TEMP_001,车间温度传感器,Temperature,26.3,°C
2025-07-13 08:56:24.296,HUMI_001,车间湿度传感器,Humidity,48,%
2025-07-13 08:56:24.404,TEMP_001,车间温度传感器,Temperature,26.3,°C
2025-07-13 08:56:26.419,TEMP_001,车间温度传感器,Temperature,27,°C
2025-07-13 08:56:27.313,HUMI_001,车间湿度传感器,Humidity,47.6,%
2025-07-13 08:56:28.422,TEMP_001,车间温度传感器,Temperature,27,°C
2025-07-13 08:56:30.323,HUMI_001,车间湿度传感器,Humidity,46.3,%
2025-07-13 08:56:30.433,TEMP_001,车间温度传感器,Temperature,26.5,°C
2025-07-13 08:56:32.441,TEMP_001,车间温度传感器,Temperature,26.2,°C
2025-07-13 08:56:33.334,HUMI_001,车间湿度传感器,Humidity,46,%
2025-07-13 08:56:34.445,TEMP_001,车间温度传感器,Temperature,26.2,°C
2025-07-13 08:56:36.347,HUMI_001,车间湿度传感器,Humidity,44.1,%
2025-07-13 08:56:36.457,TEMP_001,车间温度传感器,Temperature,26.8,°C
2025-07-13 08:56:38.466,TEMP_001,车间温度传感器,Temperature,26.7,°C
2025-07-13 08:56:39.361,HUMI_001,车间湿度传感器,Humidity,45.9,%
2025-07-13 08:56:40.481,TEMP_001,车间温度传感器,Temperature,26.9,°C
2025-07-13 08:56:42.373,HUMI_001,车间湿度传感器,Humidity,48.2,%
2025-07-13 08:56:42.498,TEMP_001,车间温度传感器,Temperature,26.1,°C
2025-07-13 08:56:44.501,TEMP_001,车间温度传感器,Temperature,25.4,°C
2025-07-13 08:56:45.378,HUMI_001,车间湿度传感器,Humidity,50.3,%
2025-07-13 08:56:46.508,TEMP_001,车间温度传感器,Temperature,26,°C
2025-07-13 08:56:48.387,HUMI_001,车间湿度传感器,Humidity,50.8,%
2025-07-13 08:56:48.512,TEMP_001,车间温度传感器,Temperature,25.2,°C
2025-07-13 08:56:50.524,TEMP_001,车间温度传感器,Temperature,26,°C
2025-07-13 08:56:51.394,HUMI_001,车间湿度传感器,Humidity,48.5,%
2025-07-13 08:56:52.534,TEMP_001,车间温度传感器,Temperature,25.2,°C
2025-07-13 08:56:54.405,HUMI_001,车间湿度传感器,Humidity,49.8,%
2025-07-13 08:56:54.547,TEMP_001,车间温度传感器,Temperature,25.6,°C
2025-07-13 08:56:56.560,TEMP_001,车间温度传感器,Temperature,24.8,°C
2025-07-13 08:56:57.417,HUMI_001,车间湿度传感器,Humidity,51.1,%
2025-07-13 08:56:58.572,TEMP_001,车间温度传感器,Temperature,25.2,°C
2025-07-13 08:57:00.432,HUMI_001,车间湿度传感器,Humidity,52.6,%
2025-07-13 08:57:00.574,TEMP_001,车间温度传感器,Temperature,26.2,°C
2025-07-13 08:57:02.587,TEMP_001,车间温度传感器,Temperature,25.4,°C
2025-07-13 08:57:03.442,HUMI_001,车间湿度传感器,Humidity,52.8,%
2025-07-13 08:57:04.594,TEMP_001,车间温度传感器,Temperature,24.6,°C
2025-07-13 08:57:06.453,HUMI_001,车间湿度传感器,Humidity,52.2,%
2025-07-13 08:57:06.610,TEMP_001,车间温度传感器,Temperature,24.1,°C
2025-07-13 08:57:08.613,TEMP_001,车间温度传感器,Temperature,23.9,°C
2025-07-13 08:57:09.457,HUMI_001,车间湿度传感器,Humidity,49.7,%
2025-07-13 08:57:10.626,TEMP_001,车间温度传感器,Temperature,24.8,°C
2025-07-13 08:57:12.465,HUMI_001,车间湿度传感器,Humidity,48.6,%
2025-07-13 08:57:12.637,TEMP_001,车间温度传感器,Temperature,23.8,°C
2025-07-13 08:57:14.645,TEMP_001,车间温度传感器,Temperature,23.9,°C
